canonical_code,linked_codes,anio,version_ano,estado_documental,idioma_documental,file_name,format,relative_path,github_blob_url,github_raw_url,repository_preview_url,drive_file_id,drive_preview_url,drive_download_url,drive_open_url,notes
PR-SS-MSC,PR-SS-MSC,2023,v03 (2023),Vigente,ES,230528 PR-SS-MSC - Programa de Manejo Social v03.pdf,pdf,PROGRAMAS_FICHAS_CSS/PDF/230528 PR-SS-MSC - Programa de Manejo Social v03.pdf,https://github.com/monitorimpactosocial/programas_y_finas_CSS/blob/main/PROGRAMAS_FICHAS_CSS/PDF/230528%20PR-SS-MSC%20-%20Programa%20de%20Manejo%20Social%20v03.pdf,https://raw.githubusercontent.com/monitorimpactosocial/programas_y_finas_CSS/main/PROGRAMAS_FICHAS_CSS/PDF/230528%20PR-SS-MSC%20-%20Programa%20de%20Manejo%20Social%20v03.pdf,https://docs.google.com/gview?embedded=1&url=https://raw.githubusercontent.com/monitorimpactosocial/programas_y_finas_CSS/main/PROGRAMAS_FICHAS_CSS/PDF/230528%20PR-SS-MSC%20-%20Programa%20de%20Manejo%20Social%20v03.pdf,,,,,
PR-SS-MSC,PR-SS-MSC,2023,v03 (2023),Vigente,ES,230528 PR-SS-MSC - Programa de Manejo Social v03.docx,docx,PROGRAMAS_FICHAS_CSS/Obsoletos/230528 PR-SS-MSC - Programa de Manejo Social v03.docx,https://github.com/monitorimpactosocial/programas_y_finas_CSS/blob/main/PROGRAMAS_FICHAS_CSS/Obsoletos/230528%20PR-SS-MSC%20-%20Programa%20de%20Manejo%20Social%20v03.docx,https://raw.githubusercontent.com/monitorimpactosocial/programas_y_finas_CSS/main/PROGRAMAS_FICHAS_CSS/Obsoletos/230528%20PR-SS-MSC%20-%20Programa%20de%20Manejo%20Social%20v03.docx,,,,,,
PR-SS-MSC,PR-SS-MSC,2024,v04 (2024),Obsoleto,ES,240404 PR-SS-MSC - Programa de Manejo Social v04.docx,docx,PROGRAMAS_FICHAS_CSS/Obsoletos/240404 PR-SS-MSC - Programa de Manejo Social v04.docx,https://github.com/monitorimpactosocial/programas_y_finas_CSS/blob/main/PROGRAMAS_FICHAS_CSS/Obsoletos/240404%20PR-SS-MSC%20-%20Programa%20de%20Manejo%20Social%20v04.docx,https://raw.githubusercontent.com/monitorimpactosocial/programas_y_finas_CSS/main/PROGRAMAS_FICHAS_CSS/Obsoletos/240404%20PR-SS-MSC%20-%20Programa%20de%20Manejo%20Social%20v04.docx,,,,,,
PR-SS-MSC,PR-SS-MSC,2025,v05 (2025),Vigente,ES,250721 PR-SS-MSC - Programa de Manejo Social v05.docx,docx,PROGRAMAS_FICHAS_CSS/250721 PR-SS-MSC - Programa de Manejo Social v05.docx,https://github.com/monitorimpactosocial/programas_y_finas_CSS/blob/main/PROGRAMAS_FICHAS_CSS/250721%20PR-SS-MSC%20-%20Programa%20de%20Manejo%20Social%20v05.docx,https://raw.githubusercontent.com/monitorimpactosocial/programas_y_finas_CSS/main/PROGRAMAS_FICHAS_CSS/250721%20PR-SS-MSC%20-%20Programa%20de%20Manejo%20Social%20v05.docx,,,,,,
PR-SS-MSO,PR-SS-MSO,2021,v01 (2021),Obsoleto,ES,210414 PR-SS-MSO - Programa de Monitoreo Social v01.docx,docx,PROGRAMAS_FICHAS_CSS/Obsoletos/210414 PR-SS-MSO - Programa de Monitoreo Social v01.docx,https://github.com/monitorimpactosocial/programas_y_finas_CSS/blob/main/PROGRAMAS_FICHAS_CSS/Obsoletos/210414%20PR-SS-MSO%20-%20Programa%20de%20Monitoreo%20Social%20v01.docx,https://raw.githubusercontent.com/monitorimpactosocial/programas_y_finas_CSS/main/PROGRAMAS_FICHAS_CSS/Obsoletos/210414%20PR-SS-MSO%20-%20Programa%20de%20Monitoreo%20Social%20v01.docx,,,,,,
PR-SS-MSO,PR-SS-MSO,2021,v01 (2021),Obsoleto,EN,210414 PR-SS-MSO - Social Monitoring Program v01.docx,docx,PROGRAMAS_FICHAS_CSS/Obsoletos/INGLÉS/OBSOLETOS/210414 PR-SS-MSO - Social Monitoring Program v01.docx,https://github.com/monitorimpactosocial/programas_y_finas_CSS/blob/main/PROGRAMAS_FICHAS_CSS/Obsoletos/INGL%C3%89S/OBSOLETOS/210414%20PR-SS-MSO%20-%20Social%20Monitoring%20Program%20v01.docx,https://raw.githubusercontent.com/monitorimpactosocial/programas_y_finas_CSS/main/PROGRAMAS_FICHAS_CSS/Obsoletos/INGL%C3%89S/OBSOLETOS/210414%20PR-SS-MSO%20-%20Social%20Monitoring%20Program%20v01.docx,,,,,,
PR-SS-MSO,PR-SS-MSO,2022,v02 (2022),Obsoleto,EN,220104 PR-SS-MSO - Programa de Monitoreo Social v02.docx,docx,PROGRAMAS_FICHAS_CSS/Obsoletos/INGLÉS/220104 PR-SS-MSO - Programa de Monitoreo Social v02.docx,https://github.com/monitorimpactosocial/programas_y_finas_CSS/blob/main/PROGRAMAS_FICHAS_CSS/Obsoletos/INGL%C3%89S/220104%20PR-SS-MSO%20-%20Programa%20de%20Monitoreo%20Social%20v02.docx,https://raw.githubusercontent.com/monitorimpactosocial/programas_y_finas_CSS/main/PROGRAMAS_FICHAS_CSS/Obsoletos/INGL%C3%89S/220104%20PR-SS-MSO%20-%20Programa%20de%20Monitoreo%20Social%20v02.docx,,,,,,
PR-SS-MSO,PR-SS-MSO,2023,v03 (2023),Vigente,ES,230528 PR-SS-MSO - Programa de Monitoreo Social v03.pdf,pdf,PROGRAMAS_FICHAS_CSS/PDF/230528 PR-SS-MSO - Programa de Monitoreo Social v03.pdf,https://github.com/monitorimpactosocial/programas_y_finas_CSS/blob/main/PROGRAMAS_FICHAS_CSS/PDF/230528%20PR-SS-MSO%20-%20Programa%20de%20Monitoreo%20Social%20v03.pdf,https://raw.githubusercontent.com/monitorimpactosocial/programas_y_finas_CSS/main/PROGRAMAS_FICHAS_CSS/PDF/230528%20PR-SS-MSO%20-%20Programa%20de%20Monitoreo%20Social%20v03.pdf,https://docs.google.com/gview?embedded=1&url=https://raw.githubusercontent.com/monitorimpactosocial/programas_y_finas_CSS/main/PROGRAMAS_FICHAS_CSS/PDF/230528%20PR-SS-MSO%20-%20Programa%20de%20Monitoreo%20Social%20v03.pdf,,,,,
PR-SS-MSO,PR-SS-MSO,2023,v03 (2023),Vigente,ES,230528 PR-SS-MSO - Programa de Monitoreo Social v03.docx,docx,PROGRAMAS_FICHAS_CSS/Obsoletos/230528 PR-SS-MSO - Programa de Monitoreo Social v03.docx,https://github.com/monitorimpactosocial/programas_y_finas_CSS/blob/main/PROGRAMAS_FICHAS_CSS/Obsoletos/230528%20PR-SS-MSO%20-%20Programa%20de%20Monitoreo%20Social%20v03.docx,https://raw.githubusercontent.com/monitorimpactosocial/programas_y_finas_CSS/main/PROGRAMAS_FICHAS_CSS/Obsoletos/230528%20PR-SS-MSO%20-%20Programa%20de%20Monitoreo%20Social%20v03.docx,,,,,,
PR-SS-MSO,PR-SS-MSO,2024,v04 (2024),Obsoleto,ES,240404 PR-SS-MSO - Programa de Monitoreo Social v04.docx,docx,PROGRAMAS_FICHAS_CSS/Obsoletos/240404 PR-SS-MSO - Programa de Monitoreo Social v04.docx,https://github.com/monitorimpactosocial/programas_y_finas_CSS/blob/main/PROGRAMAS_FICHAS_CSS/Obsoletos/240404%20PR-SS-MSO%20-%20Programa%20de%20Monitoreo%20Social%20v04.docx,https://raw.githubusercontent.com/monitorimpactosocial/programas_y_finas_CSS/main/PROGRAMAS_FICHAS_CSS/Obsoletos/240404%20PR-SS-MSO%20-%20Programa%20de%20Monitoreo%20Social%20v04.docx,,,,,,
PR-SS-MSO,PR-SS-MSO,2025,v05 (2025),Vigente,ES,250721 PR-SS-MSO - Programa de Monitoreo Social v05.docx,docx,PROGRAMAS_FICHAS_CSS/250721 PR-SS-MSO - Programa de Monitoreo Social v05.docx,https://github.com/monitorimpactosocial/programas_y_finas_CSS/blob/main/PROGRAMAS_FICHAS_CSS/250721%20PR-SS-MSO%20-%20Programa%20de%20Monitoreo%20Social%20v05.docx,https://raw.githubusercontent.com/monitorimpactosocial/programas_y_finas_CSS/main/PROGRAMAS_FICHAS_CSS/250721%20PR-SS-MSO%20-%20Programa%20de%20Monitoreo%20Social%20v05.docx,,,,,,
PR-SS-PCS,PR-SS-PCS,2021,v01 (2021),Obsoleto,ES,210524 PR-SS-PCS - Programa de Prevención y Gestión de Contingencias Sociales v01.docx,docx,PROGRAMAS_FICHAS_CSS/Obsoletos/210524 PR-SS-PCS - Programa de Prevención y Gestión de Contingencias Sociales v01.docx,https://github.com/monitorimpactosocial/programas_y_finas_CSS/blob/main/PROGRAMAS_FICHAS_CSS/Obsoletos/210524%20PR-SS-PCS%20-%20Programa%20de%20Prevenci%C3%B3n%20y%20Gesti%C3%B3n%20de%20Contingencias%20Sociales%20v01.docx,https://raw.githubusercontent.com/monitorimpactosocial/programas_y_finas_CSS/main/PROGRAMAS_FICHAS_CSS/Obsoletos/210524%20PR-SS-PCS%20-%20Programa%20de%20Prevenci%C3%B3n%20y%20Gesti%C3%B3n%20de%20Contingencias%20Sociales%20v01.docx,,,,,,
PR-SS-PCS,PR-SS-PCS,2021,v01 (2021),Obsoleto,EN,210524 PR-SS-PCS - Social Contingency Prevention and Management Program v01.docx,docx,PROGRAMAS_FICHAS_CSS/Obsoletos/INGLÉS/OBSOLETOS/210524 PR-SS-PCS - Social Contingency Prevention and Management Program v01.docx,https://github.com/monitorimpactosocial/programas_y_finas_CSS/blob/main/PROGRAMAS_FICHAS_CSS/Obsoletos/INGL%C3%89S/OBSOLETOS/210524%20PR-SS-PCS%20-%20Social%20Contingency%20Prevention%20and%20Management%20Program%20v01.docx,https://raw.githubusercontent.com/monitorimpactosocial/programas_y_finas_CSS/main/PROGRAMAS_FICHAS_CSS/Obsoletos/INGL%C3%89S/OBSOLETOS/210524%20PR-SS-PCS%20-%20Social%20Contingency%20Prevention%20and%20Management%20Program%20v01.docx,,,,,,
PR-SS-PCS,PR-SS-PCS,2022,v02 (2022),Obsoleto,EN,220104 PR-SS-PCS - Programa de Prevención y Gestión de Contingencias Sociales v02.docx,docx,PROGRAMAS_FICHAS_CSS/Obsoletos/INGLÉS/220104 PR-SS-PCS - Programa de Prevención y Gestión de Contingencias Sociales v02.docx,https://github.com/monitorimpactosocial/programas_y_finas_CSS/blob/main/PROGRAMAS_FICHAS_CSS/Obsoletos/INGL%C3%89S/220104%20PR-SS-PCS%20-%20Programa%20de%20Prevencio%CC%81n%20y%20Gestio%CC%81n%20de%20Contingencias%20Sociales%20v02.docx,https://raw.githubusercontent.com/monitorimpactosocial/programas_y_finas_CSS/main/PROGRAMAS_FICHAS_CSS/Obsoletos/INGL%C3%89S/220104%20PR-SS-PCS%20-%20Programa%20de%20Prevencio%CC%81n%20y%20Gestio%CC%81n%20de%20Contingencias%20Sociales%20v02.docx,,,,,,
PR-SS-PCS,PR-SS-PCS,2023,v03 (2023),Vigente,ES,230528 PR-SS-PCS - Programa de Prevención y Gestión de Contingencias Sociales v03.pdf,pdf,PROGRAMAS_FICHAS_CSS/PDF/230528 PR-SS-PCS - Programa de Prevención y Gestión de Contingencias Sociales v03.pdf,https://github.com/monitorimpactosocial/programas_y_finas_CSS/blob/main/PROGRAMAS_FICHAS_CSS/PDF/230528%20PR-SS-PCS%20-%20Programa%20de%20Prevenci%C3%B3n%20y%20Gesti%C3%B3n%20de%20Contingencias%20Sociales%20v03.pdf,https://raw.githubusercontent.com/monitorimpactosocial/programas_y_finas_CSS/main/PROGRAMAS_FICHAS_CSS/PDF/230528%20PR-SS-PCS%20-%20Programa%20de%20Prevenci%C3%B3n%20y%20Gesti%C3%B3n%20de%20Contingencias%20Sociales%20v03.pdf,https://docs.google.com/gview?embedded=1&url=https://raw.githubusercontent.com/monitorimpactosocial/programas_y_finas_CSS/main/PROGRAMAS_FICHAS_CSS/PDF/230528%20PR-SS-PCS%20-%20Programa%20de%20Prevenci%C3%B3n%20y%20Gesti%C3%B3n%20de%20Contingencias%20Sociales%20v03.pdf,,,,,
PR-SS-PCS,PR-SS-PCS,2023,v03 (2023),Vigente,ES,230528 PR-SS-PCS - Programa de Prevención y Gestión de Contingencias Sociales v03.docx,docx,PROGRAMAS_FICHAS_CSS/Obsoletos/230528 PR-SS-PCS - Programa de Prevención y Gestión de Contingencias Sociales v03.docx,https://github.com/monitorimpactosocial/programas_y_finas_CSS/blob/main/PROGRAMAS_FICHAS_CSS/Obsoletos/230528%20PR-SS-PCS%20-%20Programa%20de%20Prevenci%C3%B3n%20y%20Gesti%C3%B3n%20de%20Contingencias%20Sociales%20v03.docx,https://raw.githubusercontent.com/monitorimpactosocial/programas_y_finas_CSS/main/PROGRAMAS_FICHAS_CSS/Obsoletos/230528%20PR-SS-PCS%20-%20Programa%20de%20Prevenci%C3%B3n%20y%20Gesti%C3%B3n%20de%20Contingencias%20Sociales%20v03.docx,,,,,,
PR-SS-PCS,PR-SS-PCS,2024,v04 (2024),Obsoleto,ES,240404 PR-SS-PCS - Programa de Prevención y Gestión de Contingencias Sociales v04.docx,docx,PROGRAMAS_FICHAS_CSS/Obsoletos/240404 PR-SS-PCS - Programa de Prevención y Gestión de Contingencias Sociales v04.docx,https://github.com/monitorimpactosocial/programas_y_finas_CSS/blob/main/PROGRAMAS_FICHAS_CSS/Obsoletos/240404%20PR-SS-PCS%20-%20Programa%20de%20Prevenci%C3%B3n%20y%20Gesti%C3%B3n%20de%20Contingencias%20Sociales%20v04.docx,https://raw.githubusercontent.com/monitorimpactosocial/programas_y_finas_CSS/main/PROGRAMAS_FICHAS_CSS/Obsoletos/240404%20PR-SS-PCS%20-%20Programa%20de%20Prevenci%C3%B3n%20y%20Gesti%C3%B3n%20de%20Contingencias%20Sociales%20v04.docx,,,,,,
PR-SS-PCS,PR-SS-PCS,2025,v05 (2025),Vigente,ES,250721 PR-SS-PCS - Programa de Prevención y Gestión de Contingencias Sociales v05.docx,docx,PROGRAMAS_FICHAS_CSS/250721 PR-SS-PCS - Programa de Prevención y Gestión de Contingencias Sociales v05.docx,https://github.com/monitorimpactosocial/programas_y_finas_CSS/blob/main/PROGRAMAS_FICHAS_CSS/250721%20PR-SS-PCS%20-%20Programa%20de%20Prevenci%C3%B3n%20y%20Gesti%C3%B3n%20de%20Contingencias%20Sociales%20v05.docx,https://raw.githubusercontent.com/monitorimpactosocial/programas_y_finas_CSS/main/PROGRAMAS_FICHAS_CSS/250721%20PR-SS-PCS%20-%20Programa%20de%20Prevenci%C3%B3n%20y%20Gesti%C3%B3n%20de%20Contingencias%20Sociales%20v05.docx,,,,,,
PR-SS-PDP,PR-SS-PDP,2021,v01 (2021),Obsoleto,EN,210415 PR-SS-PDP - Local Supplier Development and Promotion Program v01.docx,docx,PROGRAMAS_FICHAS_CSS/Obsoletos/INGLÉS/OBSOLETOS/210415 PR-SS-PDP - Local Supplier Development and Promotion Program v01.docx,https://github.com/monitorimpactosocial/programas_y_finas_CSS/blob/main/PROGRAMAS_FICHAS_CSS/Obsoletos/INGL%C3%89S/OBSOLETOS/210415%20PR-SS-PDP%20-%20Local%20Supplier%20Development%20and%20Promotion%20Program%20v01.docx,https://raw.githubusercontent.com/monitorimpactosocial/programas_y_finas_CSS/main/PROGRAMAS_FICHAS_CSS/Obsoletos/INGL%C3%89S/OBSOLETOS/210415%20PR-SS-PDP%20-%20Local%20Supplier%20Development%20and%20Promotion%20Program%20v01.docx,,,,,,
PR-SS-PDP,PR-SS-PDP,2021,v01 (2021),Obsoleto,ES,210415 PR-SS-PDP - Programa de Promoción y Desarrollo de Proveedores Locales v01.docx,docx,PROGRAMAS_FICHAS_CSS/Obsoletos/210415 PR-SS-PDP - Programa de Promoción y Desarrollo de Proveedores Locales v01.docx,https://github.com/monitorimpactosocial/programas_y_finas_CSS/blob/main/PROGRAMAS_FICHAS_CSS/Obsoletos/210415%20PR-SS-PDP%20-%20Programa%20de%20Promoci%C3%B3n%20y%20Desarrollo%20de%20Proveedores%20Locales%20v01.docx,https://raw.githubusercontent.com/monitorimpactosocial/programas_y_finas_CSS/main/PROGRAMAS_FICHAS_CSS/Obsoletos/210415%20PR-SS-PDP%20-%20Programa%20de%20Promoci%C3%B3n%20y%20Desarrollo%20de%20Proveedores%20Locales%20v01.docx,,,,,,
PR-SS-PDP,PR-SS-PDP,2022,v02 (2022),Obsoleto,EN,220104 PR-SS-PDP - Programa de Promoción y Desarrollo de Proveedores Locales v02.docx,docx,PROGRAMAS_FICHAS_CSS/Obsoletos/INGLÉS/220104 PR-SS-PDP - Programa de Promoción y Desarrollo de Proveedores Locales v02.docx,https://github.com/monitorimpactosocial/programas_y_finas_CSS/blob/main/PROGRAMAS_FICHAS_CSS/Obsoletos/INGL%C3%89S/220104%20PR-SS-PDP%20-%20Programa%20de%20Promocio%CC%81n%20y%20Desarrollo%20de%20Proveedores%20Locales%20v02.docx,https://raw.githubusercontent.com/monitorimpactosocial/programas_y_finas_CSS/main/PROGRAMAS_FICHAS_CSS/Obsoletos/INGL%C3%89S/220104%20PR-SS-PDP%20-%20Programa%20de%20Promocio%CC%81n%20y%20Desarrollo%20de%20Proveedores%20Locales%20v02.docx,,,,,,
PR-SS-PDP,PR-SS-PDP,2023,v03 (2023),Vigente,ES,230528 PR-SS-PDP - Programa de Promoción y Desarrollo de Proveedores Locales v03.pdf,pdf,PROGRAMAS_FICHAS_CSS/PDF/230528 PR-SS-PDP - Programa de Promoción y Desarrollo de Proveedores Locales v03.pdf,https://github.com/monitorimpactosocial/programas_y_finas_CSS/blob/main/PROGRAMAS_FICHAS_CSS/PDF/230528%20PR-SS-PDP%20-%20Programa%20de%20Promoci%C3%B3n%20y%20Desarrollo%20de%20Proveedores%20Locales%20v03.pdf,https://raw.githubusercontent.com/monitorimpactosocial/programas_y_finas_CSS/main/PROGRAMAS_FICHAS_CSS/PDF/230528%20PR-SS-PDP%20-%20Programa%20de%20Promoci%C3%B3n%20y%20Desarrollo%20de%20Proveedores%20Locales%20v03.pdf,https://docs.google.com/gview?embedded=1&url=https://raw.githubusercontent.com/monitorimpactosocial/programas_y_finas_CSS/main/PROGRAMAS_FICHAS_CSS/PDF/230528%20PR-SS-PDP%20-%20Programa%20de%20Promoci%C3%B3n%20y%20Desarrollo%20de%20Proveedores%20Locales%20v03.pdf,,,,,
PR-SS-PDP,PR-SS-PDP,2023,v03 (2023),Vigente,ES,230528 PR-SS-PDP - Programa de Promoción y Desarrollo de Proveedores Locales v03.docx,docx,PROGRAMAS_FICHAS_CSS/Obsoletos/230528 PR-SS-PDP - Programa de Promoción y Desarrollo de Proveedores Locales v03.docx,https://github.com/monitorimpactosocial/programas_y_finas_CSS/blob/main/PROGRAMAS_FICHAS_CSS/Obsoletos/230528%20PR-SS-PDP%20-%20Programa%20de%20Promoci%C3%B3n%20y%20Desarrollo%20de%20Proveedores%20Locales%20v03.docx,https://raw.githubusercontent.com/monitorimpactosocial/programas_y_finas_CSS/main/PROGRAMAS_FICHAS_CSS/Obsoletos/230528%20PR-SS-PDP%20-%20Programa%20de%20Promoci%C3%B3n%20y%20Desarrollo%20de%20Proveedores%20Locales%20v03.docx,,,,,,
PR-SS-PDP,PR-SS-PDP,2024,v04 (2024),Obsoleto,ES,240404 PR-SS-PDP - Programa de Promoción y Desarrollo de Proveedores Locales v04.docx,docx,PROGRAMAS_FICHAS_CSS/Obsoletos/240404 PR-SS-PDP - Programa de Promoción y Desarrollo de Proveedores Locales v04.docx,https://github.com/monitorimpactosocial/programas_y_finas_CSS/blob/main/PROGRAMAS_FICHAS_CSS/Obsoletos/240404%20PR-SS-PDP%20-%20Programa%20de%20Promoci%C3%B3n%20y%20Desarrollo%20de%20Proveedores%20Locales%20v04.docx,https://raw.githubusercontent.com/monitorimpactosocial/programas_y_finas_CSS/main/PROGRAMAS_FICHAS_CSS/Obsoletos/240404%20PR-SS-PDP%20-%20Programa%20de%20Promoci%C3%B3n%20y%20Desarrollo%20de%20Proveedores%20Locales%20v04.docx,,,,,,
PR-SS-PDP,PR-SS-PDP,2025,v05 (2025),Vigente,ES,250721 PR-SS-PDP - Programa de Promoción y Desarrollo de Empresas Proveedoras Locales v05.docx,docx,PROGRAMAS_FICHAS_CSS/250721 PR-SS-PDP - Programa de Promoción y Desarrollo de Empresas Proveedoras Locales v05.docx,https://github.com/monitorimpactosocial/programas_y_finas_CSS/blob/main/PROGRAMAS_FICHAS_CSS/250721%20PR-SS-PDP%20-%20Programa%20de%20Promoci%C3%B3n%20y%20Desarrollo%20de%20Empresas%20Proveedoras%20Locales%20v05.docx,https://raw.githubusercontent.com/monitorimpactosocial/programas_y_finas_CSS/main/PROGRAMAS_FICHAS_CSS/250721%20PR-SS-PDP%20-%20Programa%20de%20Promoci%C3%B3n%20y%20Desarrollo%20de%20Empresas%20Proveedoras%20Locales%20v05.docx,,,,,,
PR-SS-QRI,PR-SS-QRI,2021,v01 (2021),Obsoleto,EN,"210415 PR-SS-QRI - Complaints Management Program, Suggestions and Inquiries v01.docx",docx,"PROGRAMAS_FICHAS_CSS/Obsoletos/INGLÉS/OBSOLETOS/210415 PR-SS-QRI - Complaints Management Program, Suggestions and Inquiries v01.docx",https://github.com/monitorimpactosocial/programas_y_finas_CSS/blob/main/PROGRAMAS_FICHAS_CSS/Obsoletos/INGL%C3%89S/OBSOLETOS/210415%20PR-SS-QRI%20-%20Complaints%20Management%20Program%2C%20Suggestions%20and%20Inquiries%20v01.docx,https://raw.githubusercontent.com/monitorimpactosocial/programas_y_finas_CSS/main/PROGRAMAS_FICHAS_CSS/Obsoletos/INGL%C3%89S/OBSOLETOS/210415%20PR-SS-QRI%20-%20Complaints%20Management%20Program%2C%20Suggestions%20and%20Inquiries%20v01.docx,,,,,,
PR-SS-QRI,PR-SS-QRI,2021,v01 (2021),Obsoleto,ES,"210415 PR-SS-QRI - Programa de Gestión de Quejas, Consultas y Sugerencias v01.docx",docx,"PROGRAMAS_FICHAS_CSS/Obsoletos/210415 PR-SS-QRI - Programa de Gestión de Quejas, Consultas y Sugerencias v01.docx",https://github.com/monitorimpactosocial/programas_y_finas_CSS/blob/main/PROGRAMAS_FICHAS_CSS/Obsoletos/210415%20PR-SS-QRI%20-%20Programa%20de%20Gesti%C3%B3n%20de%20Quejas%2C%20Consultas%20y%20Sugerencias%20v01.docx,https://raw.githubusercontent.com/monitorimpactosocial/programas_y_finas_CSS/main/PROGRAMAS_FICHAS_CSS/Obsoletos/210415%20PR-SS-QRI%20-%20Programa%20de%20Gesti%C3%B3n%20de%20Quejas%2C%20Consultas%20y%20Sugerencias%20v01.docx,,,,,,
